LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
RUS,GDPHRWKD,TOT,USD,A,1997,15.51573,
RUS,GDPHRWKD,TOT,USD,A,1998,15.16347,
RUS,GDPHRWKD,TOT,USD,A,1999,14.84125,
RUS,GDPHRWKD,TOT,USD,A,2000,15.65519,
RUS,GDPHRWKD,TOT,USD,A,2001,16.45549,
RUS,GDPHRWKD,TOT,USD,A,2002,16.82201,
RUS,GDPHRWKD,TOT,USD,A,2003,18.0109,
RUS,GDPHRWKD,TOT,USD,A,2004,19.06161,
RUS,GDPHRWKD,TOT,USD,A,2005,20.05129,
RUS,GDPHRWKD,TOT,USD,A,2006,21.37337,
RUS,GDPHRWKD,TOT,USD,A,2007,22.62236,
RUS,GDPHRWKD,TOT,USD,A,2008,23.70089,
RUS,GDPHRWKD,TOT,USD,A,2009,22.63199,
RUS,GDPHRWKD,TOT,USD,A,2010,23.41414,
RUS,GDPHRWKD,TOT,USD,A,2011,24.05807,
RUS,GDPHRWKD,TOT,USD,A,2012,24.74773,
RUS,GDPHRWKD,TOT,USD,A,2013,25.26195,
RUS,GDPHRWKD,TOT,USD,A,2014,25.33148,
RUS,GDPHRWKD,TOT,USD,A,2015,24.6493,
RUS,GDPHRWKD,TOT,USD,A,2016,24.7235,
RUS,GDPHRWKD,TOT,USD,A,2017,25.13793,
RUS,GDPHRWKD,TOT,USD,A,2018,25.88447,
RUS,GDPHRWKD,TOT,USD,A,2019,26.69823,
RUS,GDPHRWKD,TOT,USD,A,2020,27.68093,
SVN,GDPHRWKD,TOT,USD,A,1995,24.69642,
SVN,GDPHRWKD,TOT,USD,A,1996,26.42582,
SVN,GDPHRWKD,TOT,USD,A,1997,28.48187,
SVN,GDPHRWKD,TOT,USD,A,1998,29.22236,
SVN,GDPHRWKD,TOT,USD,A,1999,30.28251,
SVN,GDPHRWKD,TOT,USD,A,2000,31.26391,
SVN,GDPHRWKD,TOT,USD,A,2001,32.35508,
SVN,GDPHRWKD,TOT,USD,A,2002,32.49724,
SVN,GDPHRWKD,TOT,USD,A,2003,33.50062,
SVN,GDPHRWKD,TOT,USD,A,2004,34.59944,
SVN,GDPHRWKD,TOT,USD,A,2005,36.93807,
SVN,GDPHRWKD,TOT,USD,A,2006,39.12827,
SVN,GDPHRWKD,TOT,USD,A,2007,40.80836,
SVN,GDPHRWKD,TOT,USD,A,2008,40.7528,
SVN,GDPHRWKD,TOT,USD,A,2009,38.18115,
SVN,GDPHRWKD,TOT,USD,A,2010,39.49196,
SVN,GDPHRWKD,TOT,USD,A,2011,40.92547,
SVN,GDPHRWKD,TOT,USD,A,2012,40.69115,
SVN,GDPHRWKD,TOT,USD,A,2013,40.29288,
SVN,GDPHRWKD,TOT,USD,A,2014,40.75389,
SVN,GDPHRWKD,TOT,USD,A,2015,40.98106,
SVN,GDPHRWKD,TOT,USD,A,2016,42.405,
SVN,GDPHRWKD,TOT,USD,A,2017,44.00065,
SVN,GDPHRWKD,TOT,USD,A,2018,45.06183,
SVN,GDPHRWKD,TOT,USD,A,2019,45.57943,
SVN,GDPHRWKD,TOT,USD,A,2020,45.9311,
SVN,GDPHRWKD,TOT,USD,A,2021,47.19758,
SVN,GDPHRWKD,TOT,USD,A,2022,46.51184,
OECD,GDPHRWKD,TOT,USD,A,2000,41.90551,
OECD,GDPHRWKD,TOT,USD,A,2001,42.59459,
OECD,GDPHRWKD,TOT,USD,A,2002,43.20846,
OECD,GDPHRWKD,TOT,USD,A,2003,44.12291,
OECD,GDPHRWKD,TOT,USD,A,2004,45.11874,
OECD,GDPHRWKD,TOT,USD,A,2005,45.50853,
OECD,GDPHRWKD,TOT,USD,A,2006,46.17611,
OECD,GDPHRWKD,TOT,USD,A,2007,46.84723,
OECD,GDPHRWKD,TOT,USD,A,2008,46.97802,
OECD,GDPHRWKD,TOT,USD,A,2009,46.71502,
OECD,GDPHRWKD,TOT,USD,A,2010,47.80042,
OECD,GDPHRWKD,TOT,USD,A,2011,48.23087,
OECD,GDPHRWKD,TOT,USD,A,2012,48.45147,
OECD,GDPHRWKD,TOT,USD,A,2013,48.96761,
OECD,GDPHRWKD,TOT,USD,A,2014,49.36882,
OECD,GDPHRWKD,TOT,USD,A,2015,49.92607,
OECD,GDPHRWKD,TOT,USD,A,2016,50.24247,
OECD,GDPHRWKD,TOT,USD,A,2017,51.0258,
OECD,GDPHRWKD,TOT,USD,A,2018,51.51905,
OECD,GDPHRWKD,TOT,USD,A,2019,52.08472,
OECD,GDPHRWKD,TOT,USD,A,2020,54.06466,
OECD,GDPHRWKD,TOT,USD,A,2021,53.71753,
OECD,GDPHRWKD,TOT,USD,A,2022,53.44485,
EU28,GDPHRWKD,TOT,USD,A,1995,39.8214,
EU28,GDPHRWKD,TOT,USD,A,1996,40.34441,
EU28,GDPHRWKD,TOT,USD,A,1997,41.27579,
EU28,GDPHRWKD,TOT,USD,A,1998,42.00602,
EU28,GDPHRWKD,TOT,USD,A,1999,42.91703,
EU28,GDPHRWKD,TOT,USD,A,2000,44.28937,
EU28,GDPHRWKD,TOT,USD,A,2001,45.20524,
EU28,GDPHRWKD,TOT,USD,A,2002,46.1439,
EU28,GDPHRWKD,TOT,USD,A,2003,46.75929,
EU28,GDPHRWKD,TOT,USD,A,2004,47.53684,
EU28,GDPHRWKD,TOT,USD,A,2005,48.07373,
EU28,GDPHRWKD,TOT,USD,A,2006,48.87215,
EU28,GDPHRWKD,TOT,USD,A,2007,49.34097,
EU28,GDPHRWKD,TOT,USD,A,2008,49.194,
EU28,GDPHRWKD,TOT,USD,A,2009,48.55313,
EU28,GDPHRWKD,TOT,USD,A,2010,49.96885,
EU28,GDPHRWKD,TOT,USD,A,2011,50.74114,
EU28,GDPHRWKD,TOT,USD,A,2012,50.95536,
EU28,GDPHRWKD,TOT,USD,A,2013,51.41496,
EU28,GDPHRWKD,TOT,USD,A,2014,51.73562,
EU28,GDPHRWKD,TOT,USD,A,2015,52.47568,
EU28,GDPHRWKD,TOT,USD,A,2016,52.62909,
EU28,GDPHRWKD,TOT,USD,A,2017,53.46381,
EU28,GDPHRWKD,TOT,USD,A,2018,53.85331,
EU28,GDPHRWKD,TOT,USD,A,2019,54.24648,
G-7,GDPHRWKD,TOT,USD,A,1970,24.8439,
G-7,GDPHRWKD,TOT,USD,A,1971,25.87218,
G-7,GDPHRWKD,TOT,USD,A,1972,27.12575,
G-7,GDPHRWKD,TOT,USD,A,1973,28.26424,
G-7,GDPHRWKD,TOT,USD,A,1974,28.74106,
G-7,GDPHRWKD,TOT,USD,A,1975,29.35402,
G-7,GDPHRWKD,TOT,USD,A,1976,30.359,
G-7,GDPHRWKD,TOT,USD,A,1977,31.20008,
G-7,GDPHRWKD,TOT,USD,A,1978,32.0953,
G-7,GDPHRWKD,TOT,USD,A,1979,32.80893,
G-7,GDPHRWKD,TOT,USD,A,1980,33.08146,
G-7,GDPHRWKD,TOT,USD,A,1981,33.94987,
G-7,GDPHRWKD,TOT,USD,A,1982,34.28869,
G-7,GDPHRWKD,TOT,USD,A,1983,35.22637,
G-7,GDPHRWKD,TOT,USD,A,1984,36.12661,
G-7,GDPHRWKD,TOT,USD,A,1985,37.10254,
G-7,GDPHRWKD,TOT,USD,A,1986,37.87955,
G-7,GDPHRWKD,TOT,USD,A,1987,38.58466,
G-7,GDPHRWKD,TOT,USD,A,1988,39.49963,
G-7,GDPHRWKD,TOT,USD,A,1989,40.39723,
G-7,GDPHRWKD,TOT,USD,A,1990,41.385,
G-7,GDPHRWKD,TOT,USD,A,1991,42.13035,
G-7,GDPHRWKD,TOT,USD,A,1992,43.30748,
G-7,GDPHRWKD,TOT,USD,A,1993,43.97735,
G-7,GDPHRWKD,TOT,USD,A,1994,44.74983,
G-7,GDPHRWKD,TOT,USD,A,1995,45.4033,
G-7,GDPHRWKD,TOT,USD,A,1996,46.28543,
G-7,GDPHRWKD,TOT,USD,A,1997,47.15647,
G-7,GDPHRWKD,TOT,USD,A,1998,48.09392,
G-7,GDPHRWKD,TOT,USD,A,1999,49.34099,
G-7,GDPHRWKD,TOT,USD,A,2000,50.77787,
G-7,GDPHRWKD,TOT,USD,A,2001,51.73738,
G-7,GDPHRWKD,TOT,USD,A,2002,52.81413,
G-7,GDPHRWKD,TOT,USD,A,2003,53.80658,
G-7,GDPHRWKD,TOT,USD,A,2004,54.90482,
G-7,GDPHRWKD,TOT,USD,A,2005,55.82582,
G-7,GDPHRWKD,TOT,USD,A,2006,56.402,
G-7,GDPHRWKD,TOT,USD,A,2007,56.95644,
G-7,GDPHRWKD,TOT,USD,A,2008,57.22278,
G-7,GDPHRWKD,TOT,USD,A,2009,57.51968,
G-7,GDPHRWKD,TOT,USD,A,2010,58.91313,
G-7,GDPHRWKD,TOT,USD,A,2011,59.33262,
G-7,GDPHRWKD,TOT,USD,A,2012,59.59851,
G-7,GDPHRWKD,TOT,USD,A,2013,60.15418,
G-7,GDPHRWKD,TOT,USD,A,2014,60.53977,
G-7,GDPHRWKD,TOT,USD,A,2015,61.10091,
G-7,GDPHRWKD,TOT,USD,A,2016,61.29725,
G-7,GDPHRWKD,TOT,USD,A,2017,62.03558,
G-7,GDPHRWKD,TOT,USD,A,2018,62.52958,
G-7,GDPHRWKD,TOT,USD,A,2019,63.17576,
G-7,GDPHRWKD,TOT,USD,A,2020,64.69805,
G-7,GDPHRWKD,TOT,USD,A,2021,64.98674,
G-7,GDPHRWKD,TOT,USD,A,2022,64.7033,
LVA,GDPHRWKD,TOT,USD,A,1995,12.88075,
LVA,GDPHRWKD,TOT,USD,A,1996,13.15277,
LVA,GDPHRWKD,TOT,USD,A,1997,13.73653,
LVA,GDPHRWKD,TOT,USD,A,1998,14.67033,
LVA,GDPHRWKD,TOT,USD,A,1999,15.33812,
LVA,GDPHRWKD,TOT,USD,A,2000,16.74577,
LVA,GDPHRWKD,TOT,USD,A,2001,17.44637,
LVA,GDPHRWKD,TOT,USD,A,2002,18.72406,
LVA,GDPHRWKD,TOT,USD,A,2003,20.23734,
LVA,GDPHRWKD,TOT,USD,A,2004,22.27102,
LVA,GDPHRWKD,TOT,USD,A,2005,23.91108,
LVA,GDPHRWKD,TOT,USD,A,2006,25.49793,B
LVA,GDPHRWKD,TOT,USD,A,2007,27.53466,
LVA,GDPHRWKD,TOT,USD,A,2008,27.52016,
LVA,GDPHRWKD,TOT,USD,A,2009,28.25332,
LVA,GDPHRWKD,TOT,USD,A,2010,29.17675,
LVA,GDPHRWKD,TOT,USD,A,2011,29.23022,
LVA,GDPHRWKD,TOT,USD,A,2012,31.12252,
LVA,GDPHRWKD,TOT,USD,A,2013,31.13817,
LVA,GDPHRWKD,TOT,USD,A,2014,31.98678,
LVA,GDPHRWKD,TOT,USD,A,2015,33.40012,
LVA,GDPHRWKD,TOT,USD,A,2016,34.28198,
LVA,GDPHRWKD,TOT,USD,A,2017,35.72999,
LVA,GDPHRWKD,TOT,USD,A,2018,36.37212,
LVA,GDPHRWKD,TOT,USD,A,2019,37.29626,
LVA,GDPHRWKD,TOT,USD,A,2020,38.11168,
LVA,GDPHRWKD,TOT,USD,A,2021,41.11764,
LVA,GDPHRWKD,TOT,USD,A,2022,43.06378,
LTU,GDPHRWKD,TOT,USD,A,1995,15.72777,
LTU,GDPHRWKD,TOT,USD,A,1996,16.41016,
LTU,GDPHRWKD,TOT,USD,A,1997,17.61137,
LTU,GDPHRWKD,TOT,USD,A,1998,18.5796,
LTU,GDPHRWKD,TOT,USD,A,1999,19.34757,
LTU,GDPHRWKD,TOT,USD,A,2000,19.59394,
LTU,GDPHRWKD,TOT,USD,A,2001,21.85673,
LTU,GDPHRWKD,TOT,USD,A,2002,22.88727,
LTU,GDPHRWKD,TOT,USD,A,2003,24.98697,
LTU,GDPHRWKD,TOT,USD,A,2004,25.6167,
LTU,GDPHRWKD,TOT,USD,A,2005,27.33984,
LTU,GDPHRWKD,TOT,USD,A,2006,29.589,
LTU,GDPHRWKD,TOT,USD,A,2007,31.70129,
LTU,GDPHRWKD,TOT,USD,A,2008,32.47929,
LTU,GDPHRWKD,TOT,USD,A,2009,31.06983,
LTU,GDPHRWKD,TOT,USD,A,2010,32.83695,
LTU,GDPHRWKD,TOT,USD,A,2011,35.0934,
LTU,GDPHRWKD,TOT,USD,A,2012,35.8087,
LTU,GDPHRWKD,TOT,USD,A,2013,36.9062,
LTU,GDPHRWKD,TOT,USD,A,2014,37.61793,
LTU,GDPHRWKD,TOT,USD,A,2015,37.32159,
LTU,GDPHRWKD,TOT,USD,A,2016,36.94618,
LTU,GDPHRWKD,TOT,USD,A,2017,39.68459,
LTU,GDPHRWKD,TOT,USD,A,2018,40.53572,
LTU,GDPHRWKD,TOT,USD,A,2019,42.14993,
LTU,GDPHRWKD,TOT,USD,A,2020,44.7013,
LTU,GDPHRWKD,TOT,USD,A,2021,46.23233,
LTU,GDPHRWKD,TOT,USD,A,2022,44.96519,
EA19,GDPHRWKD,TOT,USD,A,1995,47.13857,
EA19,GDPHRWKD,TOT,USD,A,1996,47.65439,
EA19,GDPHRWKD,TOT,USD,A,1997,48.54405,
EA19,GDPHRWKD,TOT,USD,A,1998,49.04542,
EA19,GDPHRWKD,TOT,USD,A,1999,49.72683,
EA19,GDPHRWKD,TOT,USD,A,2000,50.91596,
EA19,GDPHRWKD,TOT,USD,A,2001,51.68251,
EA19,GDPHRWKD,TOT,USD,A,2002,52.1188,
EA19,GDPHRWKD,TOT,USD,A,2003,52.37707,
EA19,GDPHRWKD,TOT,USD,A,2004,53.00775,
EA19,GDPHRWKD,TOT,USD,A,2005,53.48351,
EA19,GDPHRWKD,TOT,USD,A,2006,54.24657,
EA19,GDPHRWKD,TOT,USD,A,2007,54.74416,
EA19,GDPHRWKD,TOT,USD,A,2008,54.63234,
EA19,GDPHRWKD,TOT,USD,A,2009,54.04102,
EA19,GDPHRWKD,TOT,USD,A,2010,55.37775,
EA19,GDPHRWKD,TOT,USD,A,2011,56.21512,
EA19,GDPHRWKD,TOT,USD,A,2012,56.54814,
EA19,GDPHRWKD,TOT,USD,A,2013,57.07149,
EA19,GDPHRWKD,TOT,USD,A,2014,57.49553,
EA19,GDPHRWKD,TOT,USD,A,2015,58.12302,
EA19,GDPHRWKD,TOT,USD,A,2016,58.27862,
EA19,GDPHRWKD,TOT,USD,A,2017,59.16176,
EA19,GDPHRWKD,TOT,USD,A,2018,59.2184,
EA19,GDPHRWKD,TOT,USD,A,2019,59.60941,
EA19,GDPHRWKD,TOT,USD,A,2020,60.92939,
EA19,GDPHRWKD,TOT,USD,A,2021,60.8852,
EA19,GDPHRWKD,TOT,USD,A,2022,60.8446,
ZAF,GDPHRWKD,TOT,USD,A,2001,15.8767,
ZAF,GDPHRWKD,TOT,USD,A,2002,16.56748,
ZAF,GDPHRWKD,TOT,USD,A,2003,17.75393,
ZAF,GDPHRWKD,TOT,USD,A,2004,18.0225,
ZAF,GDPHRWKD,TOT,USD,A,2005,17.46995,
ZAF,GDPHRWKD,TOT,USD,A,2006,18.18969,
ZAF,GDPHRWKD,TOT,USD,A,2007,19.04336,
ZAF,GDPHRWKD,TOT,USD,A,2008,18.44621,
ZAF,GDPHRWKD,TOT,USD,A,2009,18.95265,
ZAF,GDPHRWKD,TOT,USD,A,2010,20.22557,
ZAF,GDPHRWKD,TOT,USD,A,2011,20.29993,
ZAF,GDPHRWKD,TOT,USD,A,2012,20.51617,
ZAF,GDPHRWKD,TOT,USD,A,2013,20.51446,
ZAF,GDPHRWKD,TOT,USD,A,2014,20.53306,
ZAF,GDPHRWKD,TOT,USD,A,2015,22.55387,E
ZAF,GDPHRWKD,TOT,USD,A,2016,19.93828,E
ZAF,GDPHRWKD,TOT,USD,A,2017,19.92722,E
ZAF,GDPHRWKD,TOT,USD,A,2018,19.85983,E
ZAF,GDPHRWKD,TOT,USD,A,2019,19.80326,E
ZAF,GDPHRWKD,TOT,USD,A,2020,21.26535,E
ZAF,GDPHRWKD,TOT,USD,A,2021,23.76876,E
CRI,GDPHRWKD,TOT,USD,A,1991,12.39507,
CRI,GDPHRWKD,TOT,USD,A,1992,12.527,
CRI,GDPHRWKD,TOT,USD,A,1993,12.75556,
CRI,GDPHRWKD,TOT,USD,A,1994,12.61975,
CRI,GDPHRWKD,TOT,USD,A,1995,12.87572,
CRI,GDPHRWKD,TOT,USD,A,1996,12.92703,
CRI,GDPHRWKD,TOT,USD,A,1997,12.74287,
CRI,GDPHRWKD,TOT,USD,A,1998,12.8839,
CRI,GDPHRWKD,TOT,USD,A,1999,13.18178,
CRI,GDPHRWKD,TOT,USD,A,2000,13.41943,
CRI,GDPHRWKD,TOT,USD,A,2001,13.34048,
CRI,GDPHRWKD,TOT,USD,A,2002,13.43111,
CRI,GDPHRWKD,TOT,USD,A,2003,13.62039,
CRI,GDPHRWKD,TOT,USD,A,2004,13.96145,
CRI,GDPHRWKD,TOT,USD,A,2005,13.71851,
CRI,GDPHRWKD,TOT,USD,A,2006,14.25967,
CRI,GDPHRWKD,TOT,USD,A,2007,14.45371,
CRI,GDPHRWKD,TOT,USD,A,2008,14.90905,
CRI,GDPHRWKD,TOT,USD,A,2009,15.33166,
CRI,GDPHRWKD,TOT,USD,A,2010,17.12278,
CRI,GDPHRWKD,TOT,USD,A,2011,17.94479,
CRI,GDPHRWKD,TOT,USD,A,2012,17.69463,
CRI,GDPHRWKD,TOT,USD,A,2013,18.62036,
CRI,GDPHRWKD,TOT,USD,A,2014,19.09377,
CRI,GDPHRWKD,TOT,USD,A,2015,19.70775,
CRI,GDPHRWKD,TOT,USD,A,2016,20.57185,
CRI,GDPHRWKD,TOT,USD,A,2017,21.05665,
CRI,GDPHRWKD,TOT,USD,A,2018,21.44617,
CRI,GDPHRWKD,TOT,USD,A,2019,22.03854,
CRI,GDPHRWKD,TOT,USD,A,2020,25.39533,
CRI,GDPHRWKD,TOT,USD,A,2021,24.02311,
CRI,GDPHRWKD,TOT,USD,A,2022,22.86129,
BGR,GDPHRWKD,TOT,USD,A,1995,14.60228,
BGR,GDPHRWKD,TOT,USD,A,1996,14.97431,
BGR,GDPHRWKD,TOT,USD,A,1997,13.27868,
BGR,GDPHRWKD,TOT,USD,A,1998,14.40494,
BGR,GDPHRWKD,TOT,USD,A,1999,13.62985,
BGR,GDPHRWKD,TOT,USD,A,2000,14.86289,
BGR,GDPHRWKD,TOT,USD,A,2001,15.43937,
BGR,GDPHRWKD,TOT,USD,A,2002,16.31445,
BGR,GDPHRWKD,TOT,USD,A,2003,16.78505,
BGR,GDPHRWKD,TOT,USD,A,2004,17.18326,
BGR,GDPHRWKD,TOT,USD,A,2005,17.96671,
BGR,GDPHRWKD,TOT,USD,A,2006,18.61957,
BGR,GDPHRWKD,TOT,USD,A,2007,19.24252,
BGR,GDPHRWKD,TOT,USD,A,2008,19.49105,
BGR,GDPHRWKD,TOT,USD,A,2009,19.71796,
BGR,GDPHRWKD,TOT,USD,A,2010,20.8508,
BGR,GDPHRWKD,TOT,USD,A,2011,21.78229,
BGR,GDPHRWKD,TOT,USD,A,2012,22.49667,
BGR,GDPHRWKD,TOT,USD,A,2013,22.46418,
BGR,GDPHRWKD,TOT,USD,A,2014,22.60698,
BGR,GDPHRWKD,TOT,USD,A,2015,23.28877,
BGR,GDPHRWKD,TOT,USD,A,2016,23.88707,
BGR,GDPHRWKD,TOT,USD,A,2017,24.1156,
BGR,GDPHRWKD,TOT,USD,A,2018,24.77178,
BGR,GDPHRWKD,TOT,USD,A,2019,25.67375,
BGR,GDPHRWKD,TOT,USD,A,2020,25.87577,
BGR,GDPHRWKD,TOT,USD,A,2021,27.55399,
BGR,GDPHRWKD,TOT,USD,A,2022,28.76871,
HRV,GDPHRWKD,TOT,USD,A,1995,21.78569,
HRV,GDPHRWKD,TOT,USD,A,1996,23.12442,
HRV,GDPHRWKD,TOT,USD,A,1997,24.54721,
HRV,GDPHRWKD,TOT,USD,A,1998,25.1768,
HRV,GDPHRWKD,TOT,USD,A,1999,24.95253,
HRV,GDPHRWKD,TOT,USD,A,2000,25.76096,
HRV,GDPHRWKD,TOT,USD,A,2001,26.74686,
HRV,GDPHRWKD,TOT,USD,A,2002,28.09742,
HRV,GDPHRWKD,TOT,USD,A,2003,28.96644,
HRV,GDPHRWKD,TOT,USD,A,2004,29.92341,
HRV,GDPHRWKD,TOT,USD,A,2005,30.92997,
HRV,GDPHRWKD,TOT,USD,A,2006,31.44817,
HRV,GDPHRWKD,TOT,USD,A,2007,31.99227,
HRV,GDPHRWKD,TOT,USD,A,2008,31.95375,
HRV,GDPHRWKD,TOT,USD,A,2009,29.89704,
HRV,GDPHRWKD,TOT,USD,A,2010,30.48476,
HRV,GDPHRWKD,TOT,USD,A,2011,31.75435,
HRV,GDPHRWKD,TOT,USD,A,2012,32.44739,
HRV,GDPHRWKD,TOT,USD,A,2013,33.51227,
HRV,GDPHRWKD,TOT,USD,A,2014,32.81651,
HRV,GDPHRWKD,TOT,USD,A,2015,34.38974,
HRV,GDPHRWKD,TOT,USD,A,2016,35.37736,
HRV,GDPHRWKD,TOT,USD,A,2017,35.92135,
HRV,GDPHRWKD,TOT,USD,A,2018,36.24577,
HRV,GDPHRWKD,TOT,USD,A,2019,35.84251,
HRV,GDPHRWKD,TOT,USD,A,2020,33.25555,
HRV,GDPHRWKD,TOT,USD,A,2021,37.13623,
HRV,GDPHRWKD,TOT,USD,A,2022,38.50393,
ROU,GDPHRWKD,TOT,USD,A,1995,11.79401,
ROU,GDPHRWKD,TOT,USD,A,1996,12.4063,
ROU,GDPHRWKD,TOT,USD,A,1997,11.71113,
ROU,GDPHRWKD,TOT,USD,A,1998,11.839,
ROU,GDPHRWKD,TOT,USD,A,1999,11.99941,
ROU,GDPHRWKD,TOT,USD,A,2000,12.37076,
ROU,GDPHRWKD,TOT,USD,A,2001,13.15957,
ROU,GDPHRWKD,TOT,USD,A,2002,15.36227,
ROU,GDPHRWKD,TOT,USD,A,2003,15.98718,
ROU,GDPHRWKD,TOT,USD,A,2004,17.90552,
ROU,GDPHRWKD,TOT,USD,A,2005,18.89548,
ROU,GDPHRWKD,TOT,USD,A,2006,20.43424,
ROU,GDPHRWKD,TOT,USD,A,2007,21.55503,
ROU,GDPHRWKD,TOT,USD,A,2008,23.94779,
ROU,GDPHRWKD,TOT,USD,A,2009,23.74021,
ROU,GDPHRWKD,TOT,USD,A,2010,23.25513,
ROU,GDPHRWKD,TOT,USD,A,2011,24.76709,
ROU,GDPHRWKD,TOT,USD,A,2012,25.40413,B
ROU,GDPHRWKD,TOT,USD,A,2013,25.77067,
ROU,GDPHRWKD,TOT,USD,A,2014,26.83683,
ROU,GDPHRWKD,TOT,USD,A,2015,28.14639,
ROU,GDPHRWKD,TOT,USD,A,2016,28.90267,
ROU,GDPHRWKD,TOT,USD,A,2017,30.93858,
ROU,GDPHRWKD,TOT,USD,A,2018,32.75326,
ROU,GDPHRWKD,TOT,USD,A,2019,33.66932,
ROU,GDPHRWKD,TOT,USD,A,2020,33.99307,
ROU,GDPHRWKD,TOT,USD,A,2021,34.37623,
ROU,GDPHRWKD,TOT,USD,A,2022,35.89227,
EU27_2020,GDPHRWKD,TOT,USD,A,1995,39.89662,
EU27_2020,GDPHRWKD,TOT,USD,A,1996,40.41222,
EU27_2020,GDPHRWKD,TOT,USD,A,1997,41.19715,
EU27_2020,GDPHRWKD,TOT,USD,A,1998,41.90519,
EU27_2020,GDPHRWKD,TOT,USD,A,1999,42.79723,
EU27_2020,GDPHRWKD,TOT,USD,A,2000,44.18026,
EU27_2020,GDPHRWKD,TOT,USD,A,2001,45.09193,
EU27_2020,GDPHRWKD,TOT,USD,A,2002,45.97273,
EU27_2020,GDPHRWKD,TOT,USD,A,2003,46.40524,
EU27_2020,GDPHRWKD,TOT,USD,A,2004,47.15628,
EU27_2020,GDPHRWKD,TOT,USD,A,2005,47.68889,
EU27_2020,GDPHRWKD,TOT,USD,A,2006,48.48269,
EU27_2020,GDPHRWKD,TOT,USD,A,2007,48.94329,
EU27_2020,GDPHRWKD,TOT,USD,A,2008,48.82159,
EU27_2020,GDPHRWKD,TOT,USD,A,2009,48.2587,
EU27_2020,GDPHRWKD,TOT,USD,A,2010,49.65857,
EU27_2020,GDPHRWKD,TOT,USD,A,2011,50.5699,
EU27_2020,GDPHRWKD,TOT,USD,A,2012,50.84732,
EU27_2020,GDPHRWKD,TOT,USD,A,2013,51.28797,
EU27_2020,GDPHRWKD,TOT,USD,A,2014,51.64632,
EU27_2020,GDPHRWKD,TOT,USD,A,2015,52.3665,
EU27_2020,GDPHRWKD,TOT,USD,A,2016,52.57708,
EU27_2020,GDPHRWKD,TOT,USD,A,2017,53.50587,
EU27_2020,GDPHRWKD,TOT,USD,A,2018,53.90715,
EU27_2020,GDPHRWKD,TOT,USD,A,2019,54.46118,
EU27_2020,GDPHRWKD,TOT,USD,A,2020,55.17087,
EU27_2020,GDPHRWKD,TOT,USD,A,2021,55.39729,
EU27_2020,GDPHRWKD,TOT,USD,A,2022,55.73403,
COL,GDPHRWKD,TOT,USD,A,1975,8.055505,
COL,GDPHRWKD,TOT,USD,A,1976,8.197824,
COL,GDPHRWKD,TOT,USD,A,1977,8.198547,
COL,GDPHRWKD,TOT,USD,A,1978,8.689823,
COL,GDPHRWKD,TOT,USD,A,1979,8.939717,
COL,GDPHRWKD,TOT,USD,A,1980,9.157818,
COL,GDPHRWKD,TOT,USD,A,1981,9.019506,
COL,GDPHRWKD,TOT,USD,A,1982,9.010562,
COL,GDPHRWKD,TOT,USD,A,1983,9.198652,
COL,GDPHRWKD,TOT,USD,A,1984,9.430661,
COL,GDPHRWKD,TOT,USD,A,1985,9.506003,
COL,GDPHRWKD,TOT,USD,A,1986,9.747007,
COL,GDPHRWKD,TOT,USD,A,1987,9.831656,
COL,GDPHRWKD,TOT,USD,A,1988,9.95126,
COL,GDPHRWKD,TOT,USD,A,1989,9.88,
COL,GDPHRWKD,TOT,USD,A,1990,10.08456,
COL,GDPHRWKD,TOT,USD,A,1991,9.727808,
COL,GDPHRWKD,TOT,USD,A,1992,10.02962,
COL,GDPHRWKD,TOT,USD,A,1993,9.932996,
COL,GDPHRWKD,TOT,USD,A,1994,10.03425,
COL,GDPHRWKD,TOT,USD,A,1995,10.11328,
COL,GDPHRWKD,TOT,USD,A,1996,10.21543,
COL,GDPHRWKD,TOT,USD,A,1997,10.34576,
COL,GDPHRWKD,TOT,USD,A,1998,10.42173,
COL,GDPHRWKD,TOT,USD,A,1999,10.02833,
COL,GDPHRWKD,TOT,USD,A,2000,9.652419,
COL,GDPHRWKD,TOT,USD,A,2001,9.690187,
COL,GDPHRWKD,TOT,USD,A,2002,9.482174,
COL,GDPHRWKD,TOT,USD,A,2003,9.500538,
COL,GDPHRWKD,TOT,USD,A,2004,10.05216,
COL,GDPHRWKD,TOT,USD,A,2005,10.23204,
COL,GDPHRWKD,TOT,USD,A,2006,10.8904,
COL,GDPHRWKD,TOT,USD,A,2007,11.34712,
COL,GDPHRWKD,TOT,USD,A,2008,11.36023,
COL,GDPHRWKD,TOT,USD,A,2009,11.06353,
COL,GDPHRWKD,TOT,USD,A,2010,11.11489,
COL,GDPHRWKD,TOT,USD,A,2011,11.49692,
COL,GDPHRWKD,TOT,USD,A,2012,11.62928,
COL,GDPHRWKD,TOT,USD,A,2013,12.05285,
COL,GDPHRWKD,TOT,USD,A,2014,12.37122,
COL,GDPHRWKD,TOT,USD,A,2015,12.48813,
COL,GDPHRWKD,TOT,USD,A,2016,12.72488,
COL,GDPHRWKD,TOT,USD,A,2017,12.8624,
COL,GDPHRWKD,TOT,USD,A,2018,13.05083,
COL,GDPHRWKD,TOT,USD,A,2019,13.46144,
COL,GDPHRWKD,TOT,USD,A,2020,16.08051,
